Ciudad,Fecha,Temperatura
Cali,01/08/2024,33.0
Cali,08/08/2024,27.9
Cali,15/08/2024,29.8
Cali,22/08/2024,32.9
Cali,01/09/2024,29.9
Cali,08/09/2024,22.1
Cali,15/09/2024,28.1
Cali,22/09/2024,28.5
Cali,01/10/2024,25.9
Cali,08/10/2024,30.3
Cali,15/10/2024,33.1
Cali,22/10/2024,33.0
Cali,01/11/2024,26.3
Cali,08/11/2024,21.6
Cali,15/11/2024,33.8
Cali,22/11/2024,31.7
Cali,01/12/2024,21.7
Cali,08/12/2024,32.9
Cali,15/12/2024,32.2
Cali,22/12/2024,27.3
Cali,01/01/2025,28.3
Cali,08/01/2025,25.6
Cali,15/01/2025,20.8
Cali,22/01/2025,24.7
Cali,01/02/2025,31.2
Cali,08/02/2025,20.1
Cali,15/02/2025,24.7
Cali,22/02/2025,25.6
Cali,01/03/2025,27.5
Cali,08/03/2025,32.9
Cali,15/03/2025,24.8
Cali,22/03/2025,24.9
Cali,01/04/2025,30.3
Cali,08/04/2025,26.3
Cali,15/04/2025,23.1
Cali,22/04/2025,26.3
Cali,01/05/2025,22.0
Cali,08/05/2025,22.5
Cali,15/05/2025,27.0
Cali,22/05/2025,25.9
Cali,01/06/2025,32.8
Cali,08/06/2025,25.1
Cali,15/06/2025,28.1
Cali,22/06/2025,28.9
Cali,01/07/2025,20.2
Cali,08/07/2025,29.3
Cali,15/07/2025,22.5
Cali,22/07/2025,33.5
Cali,01/08/2025,22.1
Cali,08/08/2025,25.8
Cali,15/08/2025,21.2
Cali,22/08/2025,34.0
Cali,01/09/2025,27.0
Cali,08/09/2025,28.3
Cali,15/09/2025,20.9
Cali,22/09/2025,30.5
Cali,01/10/2025,22.9
Cali,08/10/2025,32.6
Cali,15/10/2025,22.9
Cali,22/10/2025,22.7
Cali,01/11/2025,20.5
Cali,08/11/2025,26.6
Cali,15/11/2025,27.9
Cali,22/11/2025,20.9
Cali,01/12/2025,30.9
Cali,08/12/2025,26.3
Cali,15/12/2025,27.3
Cali,22/12/2025,26.2
Cartagena,01/01/2020,29.2
Cartagena,08/01/2020,30.5
Cartagena,15/01/2020,27.2
Cartagena,22/01/2020,27.5
Cartagena,01/02/2020,32.9
Cartagena,08/02/2020,33.6
Cartagena,15/02/2020,29.0
Cartagena,22/02/2020,28.2
Cartagena,01/03/2020,31.2
Cartagena,08/03/2020,29.3
Cartagena,15/03/2020,26.2
Cartagena,22/03/2020,27.2
Cartagena,01/04/2020,31.7
Cartagena,08/04/2020,31.3
Cartagena,15/04/2020,26.2
Cartagena,22/04/2020,27.8
Cartagena,01/05/2020,27.8
Cartagena,08/05/2020,31.4
Cartagena,15/05/2020,26.2
Cartagena,22/05/2020,26.8
Cartagena,01/06/2020,32.4
Cartagena,08/06/2020,27.4
Cartagena,15/06/2020,31.2
Cartagena,22/06/2020,27.9
Cartagena,01/07/2020,26.8
Cartagena,08/07/2020,27.9
Cartagena,15/07/2020,31.8
Cartagena,22/07/2020,32.8
Cartagena,01/08/2020,32.6
Cartagena,08/08/2020,29.2
Cartagena,15/08/2020,31.3
Cartagena,22/08/2020,27.6
Cartagena,01/09/2020,28.3
Cartagena,08/09/2020,33.2
Cartagena,15/09/2020,26.1
Cartagena,22/09/2020,26.7
Cartagena,01/10/2020,27.7
Cartagena,08/10/2020,26.2
Cartagena,15/10/2020,27.5
Cartagena,22/10/2020,30.7
Cartagena,01/11/2020,29.4
Cartagena,08/11/2020,33.1
Cartagena,15/11/2020,32.5
Cartagena,22/11/2020,28.7
Cartagena,01/12/2020,28.1
Cartagena,08/12/2020,29.0
Cartagena,15/12/2020,30.7
Cartagena,22/12/2020,28.1
Cartagena,01/01/2021,31.0
Cartagena,08/01/2021,29.3
Cartagena,15/01/2021,30.4
Cartagena,22/01/2021,29.5
Cartagena,01/02/2021,28.4
Cartagena,08/02/2021,33.6
Cartagena,15/02/2021,32.1
Cartagena,22/02/2021,27.1
Cartagena,01/03/2021,32.9
Cartagena,08/03/2021,29.9
Cartagena,15/03/2021,33.2
Cartagena,22/03/2021,32.4
Cartagena,01/04/2021,29.4
Cartagena,08/04/2021,26.2
Cartagena,15/04/2021,28.1
Cartagena,22/04/2021,30.3
Cartagena,01/05/2021,31.1
Cartagena,08/05/2021,28.1
Cartagena,15/05/2021,27.1
Cartagena,22/05/2021,32.7
Cartagena,01/06/2021,33.9
Cartagena,08/06/2021,30.2
Cartagena,15/06/2021,27.4
Cartagena,22/06/2021,28.2
Cartagena,01/07/2021,26.1
Cartagena,08/07/2021,33.3
Cartagena,15/07/2021,26.9
Cartagena,22/07/2021,30.6
Cartagena,01/08/2021,28.2
Cartagena,08/08/2021,30.4
Cartagena,15/08/2021,31.2
Cartagena,22/08/2021,32.6
Cartagena,01/09/2021,27.7
Cartagena,08/09/2021,26.1
Cartagena,15/09/2021,27.1
Cartagena,22/09/2021,33.2
Cartagena,01/10/2021,33.0
Cartagena,08/10/2021,30.8
Cartagena,15/10/2021,30.8
Cartagena,22/10/2021,31.3
Cartagena,01/11/2021,27.4
Cartagena,08/11/2021,33.3
Cartagena,15/11/2021,29.4
Cartagena,22/11/2021,29.1
Cartagena,01/12/2021,30.2
Cartagena,08/12/2021,26.4
Cartagena,15/12/2021,27.3
Cartagena,22/12/2021,31.9
Cartagena,01/01/2022,26.7
Cartagena,08/01/2022,30.8
Cartagena,15/01/2022,28.0
Cartagena,22/01/2022,29.1
Cartagena,01/02/2022,28.3
Cartagena,08/02/2022,28.8
Cartagena,15/02/2022,31.8
Cartagena,22/02/2022,28.4
Cartagena,01/03/2022,30.5
Cartagena,08/03/2022,29.8
Cartagena,15/03/2022,31.3
Cartagena,22/03/2022,33.5
Cartagena,01/04/2022,31.9
Cartagena,08/04/2022,27.7
Cartagena,15/04/2022,26.2
Cartagena,22/04/2022,28.1
Cartagena,01/05/2022,30.8
Cartagena,08/05/2022,26.4
Cartagena,15/05/2022,30.0
Cartagena,22/05/2022,30.8
Cartagena,01/06/2022,28.7
Cartagena,08/06/2022,32.2
Cartagena,15/06/2022,26.9
Cartagena,22/06/2022,26.6
Cartagena,01/07/2022,31.8
Cartagena,08/07/2022,30.0
Cartagena,15/07/2022,31.5
Cartagena,22/07/2022,29.5
Cartagena,01/08/2022,28.0
Cartagena,08/08/2022,32.6
Cartagena,15/08/2022,32.4
Cartagena,22/08/2022,31.6
Cartagena,01/09/2022,28.2
Cartagena,08/09/2022,30.7
Cartagena,15/09/2022,28.9
Cartagena,22/09/2022,26.7
Cartagena,01/10/2022,33.3
Cartagena,08/10/2022,27.1
Cartagena,15/10/2022,33.6
Cartagena,22/10/2022,29.6
Cartagena,01/11/2022,27.5
Cartagena,08/11/2022,30.3
Cartagena,15/11/2022,33.0
Cartagena,22/11/2022,31.9
Cartagena,01/12/2022,32.5
Cartagena,08/12/2022,31.3
Cartagena,15/12/2022,31.5
Cartagena,22/12/2022,32.8
Cartagena,01/01/2023,28.0
Cartagena,08/01/2023,29.9
Cartagena,15/01/2023,27.8
Cartagena,22/01/2023,33.9
Cartagena,01/02/2023,33.6
Cartagena,08/02/2023,26.3
Cartagena,15/02/2023,31.6
Cartagena,22/02/2023,33.4
Cartagena,01/03/2023,27.4
Cartagena,08/03/2023,30.5
Cartagena,15/03/2023,33.3
Cartagena,22/03/2023,26.3
Cartagena,01/04/2023,31.6
Cartagena,08/04/2023,28.4
Cartagena,15/04/2023,33.4
Cartagena,22/04/2023,33.8
Cartagena,01/05/2023,33.6
Cartagena,08/05/2023,29.8
Cartagena,15/05/2023,32.9
Cartagena,22/05/2023,32.8
Cartagena,01/06/2023,28.6
Cartagena,08/06/2023,32.6
Cartagena,15/06/2023,26.3
Cartagena,22/06/2023,30.8
Cartagena,01/07/2023,27.8
Cartagena,08/07/2023,27.0
Cartagena,15/07/2023,26.6
Cartagena,22/07/2023,31.6
Cartagena,01/08/2023,28.7
Cartagena,08/08/2023,31.8
Cartagena,15/08/2023,26.5
Cartagena,22/08/2023,28.5
Cartagena,01/09/2023,30.3
Cartagena,08/09/2023,32.3
Cartagena,15/09/2023,28.6
Cartagena,22/09/2023,31.0
Cartagena,01/10/2023,33.1
Cartagena,08/10/2023,30.9
Cartagena,15/10/2023,27.9
Cartagena,22/10/2023,26.2
Cartagena,01/11/2023,33.0
Cartagena,08/11/2023,26.2
Cartagena,15/11/2023,33.0
Cartagena,22/11/2023,30.2
Cartagena,01/12/2023,33.5
Cartagena,08/12/2023,32.4
Cartagena,15/12/2023,34.0
Cartagena,22/12/2023,28.8
Cartagena,01/01/2024,32.1
Cartagena,08/01/2024,29.2
Cartagena,15/01/2024,29.8
Cartagena,22/01/2024,31.0
Cartagena,01/02/2024,33.0
Cartagena,08/02/2024,33.9
Cartagena,15/02/2024,32.1
Cartagena,22/02/2024,29.3
Cartagena,01/03/2024,29.4
Cartagena,08/03/2024,31.9
Cartagena,15/03/2024,27.9
Cartagena,22/03/2024,26.9
Cartagena,01/04/2024,28.8
Cartagena,08/04/2024,28.3
Cartagena,15/04/2024,28.4
Cartagena,22/04/2024,27.9
Cartagena,01/05/2024,26.3
Cartagena,08/05/2024,26.1
Cartagena,15/05/2024,33.9
Cartagena,22/05/2024,29.4
Cartagena,01/06/2024,29.1
Cartagena,08/06/2024,31.4
Cartagena,15/06/2024,27.7
Cartagena,22/06/2024,33.6
Cartagena,01/07/2024,32.3
Cartagena,08/07/2024,26.7
Cartagena,15/07/2024,29.3
Cartagena,22/07/2024,33.0
Cartagena,01/08/2024,33.6
Cartagena,08/08/2024,29.7
Cartagena,15/08/2024,30.9
Cartagena,22/08/2024,27.3
Cartagena,01/09/2024,33.9
Cartagena,08/09/2024,27.9
Cartagena,15/09/2024,33.5
Cartagena,22/09/2024,31.2
Cartagena,01/10/2024,30.9
Cartagena,08/10/2024,30.1
Cartagena,15/10/2024,27.8
Cartagena,22/10/2024,27.4
Cartagena,01/11/2024,27.8
Cartagena,08/11/2024,27.5
Cartagena,15/11/2024,32.2
Cartagena,22/11/2024,28.8
Cartagena,01/12/2024,26.5
Cartagena,08/12/2024,33.8
Cartagena,15/12/2024,33.1
Cartagena,22/12/2024,33.4
Cartagena,01/01/2025,34.0
Cartagena,08/01/2025,27.4
Cartagena,15/01/2025,29.2
Cartagena,22/01/2025,32.1
Cartagena,01/02/2025,31.6
Cartagena,08/02/2025,27.2
Cartagena,15/02/2025,32.5
Cartagena,22/02/2025,27.8
Cartagena,01/03/2025,27.8
Cartagena,08/03/2025,30.3
Cartagena,15/03/2025,30.7
Cartagena,22/03/2025,30.6
Cartagena,01/04/2025,26.7
Cartagena,08/04/2025,33.0
Cartagena,15/04/2025,28.1
Cartagena,22/04/2025,27.0
Cartagena,01/05/2025,33.1
Cartagena,08/05/2025,33.6
Cartagena,15/05/2025,32.9
Cartagena,22/05/2025,32.5
Cartagena,01/06/2025,31.2
Cartagena,08/06/2025,30.4
Cartagena,15/06/2025,26.7
Cartagena,22/06/2025,29.3
Cartagena,01/07/2025,29.0
Cartagena,08/07/2025,28.1
Cartagena,15/07/2025,31.8
Cartagena,22/07/2025,30.0
Cartagena,01/08/2025,26.6
Cartagena,08/08/2025,27.8
Cartagena,15/08/2025,31.5
Cartagena,22/08/2025,26.6
Cartagena,01/09/2025,32.8
Cartagena,08/09/2025,30.0
Cartagena,15/09/2025,29.8
Cartagena,22/09/2025,30.7
Cartagena,01/10/2025,32.6
Cartagena,08/10/2025,28.8
Cartagena,15/10/2025,31.4
Cartagena,22/10/2025,30.5
Cartagena,01/11/2025,28.1
Cartagena,08/11/2025,33.0
Cartagena,15/11/2025,32.4
Cartagena,22/11/2025,31.3
Cartagena,01/12/2025,32.8
Cartagena,08/12/2025,32.9
Cartagena,15/12/2025,31.7
Cartagena,22/12/2025,32.7
Cúcuta,01/01/2020,32.1
Cúcuta,08/01/2020,31.8
Cúcuta,15/01/2020,31.0
Cúcuta,22/01/2020,32.8
Cúcuta,01/02/2020,25.1
Cúcuta,08/02/2020,34.5
Cúcuta,15/02/2020,34.3
Cúcuta,22/02/2020,23.4
Cúcuta,01/03/2020,33.7
Cúcuta,08/03/2020,24.7
Cúcuta,15/03/2020,27.4
Cúcuta,22/03/2020,32.7
Cúcuta,01/04/2020,25.1
Cúcuta,08/04/2020,33.6
Cúcuta,15/04/2020,33.8
Cúcuta,22/04/2020,29.6
Cúcuta,01/05/2020,23.1
Cúcuta,08/05/2020,26.7
Cúcuta,15/05/2020,31.0
Cúcuta,22/05/2020,35.8
Cúcuta,01/06/2020,31.2
Cúcuta,08/06/2020,26.4
Cúcuta,15/06/2020,31.2
Cúcuta,22/06/2020,30.0
Cúcuta,01/07/2020,33.1
Cúcuta,08/07/2020,24.4
Cúcuta,15/07/2020,32.9
Cúcuta,22/07/2020,30.0
Cúcuta,01/08/2020,35.5
Cúcuta,08/08/2020,27.4
Cúcuta,15/08/2020,31.2
Cúcuta,22/08/2020,35.1
Cúcuta,01/09/2020,24.3
Cúcuta,08/09/2020,35.2
Cúcuta,15/09/2020,31.9
Cúcuta,22/09/2020,23.9
Cúcuta,01/10/2020,26.9
Cúcuta,08/10/2020,32.2
Cúcuta,15/10/2020,23.9
Cúcuta,22/10/2020,30.6
Cúcuta,01/11/2020,27.5
Cúcuta,08/11/2020,31.1
Cúcuta,15/11/2020,23.6
Cúcuta,22/11/2020,34.3
Cúcuta,01/12/2020,35.7
Cúcuta,08/12/2020,35.6
Cúcuta,15/12/2020,32.7
Cúcuta,22/12/2020,24.7
Cúcuta,01/01/2021,32.9
Cúcuta,08/01/2021,23.3
Cúcuta,15/01/2021,23.3
Cúcuta,22/01/2021,27.2
Cúcuta,01/02/2021,29.4
Cúcuta,08/02/2021,33.0
Cúcuta,15/02/2021,31.9
Cúcuta,22/02/2021,28.8
Cúcuta,01/03/2021,26.6
Cúcuta,08/03/2021,36.0
Cúcuta,15/03/2021,28.5
Cúcuta,22/03/2021,28.9
Cúcuta,01/04/2021,25.1
Cúcuta,08/04/2021,33.3
Cúcuta,15/04/2021,32.0
Cúcuta,22/04/2021,25.9
Cúcuta,01/05/2021,24.1
Cúcuta,08/05/2021,31.8
Cúcuta,15/05/2021,31.5
Cúcuta,22/05/2021,26.6
Cúcuta,01/06/2021,35.4
Cúcuta,08/06/2021,25.0
Cúcuta,15/06/2021,28.6
Cúcuta,22/06/2021,35.3
Cúcuta,01/07/2021,28.5
Cúcuta,08/07/2021,31.3
Cúcuta,15/07/2021,28.2
Cúcuta,22/07/2021,26.6
Cúcuta,01/08/2021,35.8
Cúcuta,08/08/2021,28.3
Cúcuta,15/08/2021,34.6
Cúcuta,22/08/2021,26.0
Cúcuta,01/09/2021,25.8
Cúcuta,08/09/2021,23.4
Cúcuta,15/09/2021,31.5
Cúcuta,22/09/2021,27.8
Cúcuta,01/10/2021,34.2
Cúcuta,08/10/2021,29.2
Cúcuta,15/10/2021,35.6
Cúcuta,22/10/2021,25.4
Cúcuta,01/11/2021,34.3
Cúcuta,08/11/2021,33.1
Cúcuta,15/11/2021,33.0
Cúcuta,22/11/2021,34.0
Cúcuta,01/12/2021,32.9
Cúcuta,08/12/2021,31.1
Cúcuta,15/12/2021,24.7
Cúcuta,22/12/2021,23.4
Cúcuta,01/01/2022,35.0
Cúcuta,08/01/2022,31.0
Cúcuta,15/01/2022,33.4
Cúcuta,22/01/2022,29.3
Cúcuta,01/02/2022,24.5
Cúcuta,08/02/2022,24.6
Cúcuta,15/02/2022,31.9
Cúcuta,22/02/2022,28.6
Cúcuta,01/03/2022,25.6
Cúcuta,08/03/2022,29.4
Cúcuta,15/03/2022,23.8
Cúcuta,22/03/2022,30.6
Cúcuta,01/04/2022,26.5
Cúcuta,08/04/2022,33.4
Cúcuta,15/04/2022,27.0
Cúcuta,22/04/2022,28.9
Cúcuta,01/05/2022,23.2
Cúcuta,08/05/2022,23.9
Cúcuta,15/05/2022,28.1
Cúcuta,22/05/2022,29.2
Cúcuta,01/06/2022,30.8
Cúcuta,08/06/2022,26.8
Cúcuta,15/06/2022,32.0
Cúcuta,22/06/2022,34.2
Cúcuta,01/07/2022,33.1
Cúcuta,08/07/2022,23.5
Cúcuta,15/07/2022,29.2
Cúcuta,22/07/2022,24.4
Cúcuta,01/08/2022,26.1
Cúcuta,08/08/2022,35.8
Cúcuta,15/08/2022,24.9
Cúcuta,22/08/2022,29.5
Cúcuta,01/09/2022,31.0
Cúcuta,08/09/2022,32.1
Cúcuta,15/09/2022,30.3
Cúcuta,22/09/2022,23.1
Cúcuta,01/10/2022,27.2
Cúcuta,08/10/2022,29.7
Cúcuta,15/10/2022,24.1
Cúcuta,22/10/2022,27.6
Cúcuta,01/11/2022,23.4
Cúcuta,08/11/2022,24.0
Cúcuta,15/11/2022,28.2
Cúcuta,22/11/2022,24.7
Cúcuta,01/12/2022,30.4
Cúcuta,08/12/2022,32.0
Cúcuta,15/12/2022,33.4
Cúcuta,22/12/2022,25.6
Cúcuta,01/01/2023,25.2
Cúcuta,08/01/2023,24.4
Cúcuta,15/01/2023,31.3
Cúcuta,22/01/2023,32.2
Cúcuta,01/02/2023,23.4
Cúcuta,08/02/2023,35.2
Cúcuta,15/02/2023,23.7
Cúcuta,22/02/2023,30.0
Cúcuta,01/03/2023,32.2
Cúcuta,08/03/2023,34.3
Cúcuta,15/03/2023,32.3
Cúcuta,22/03/2023,33.4
Cúcuta,01/04/2023,27.4
Cúcuta,08/04/2023,33.6
Cúcuta,15/04/2023,24.0
Cúcuta,22/04/2023,34.6
Cúcuta,01/05/2023,30.1
Cúcuta,08/05/2023,33.6
Cúcuta,15/05/2023,28.9
Cúcuta,22/05/2023,31.4
Cúcuta,01/06/2023,29.8
Cúcuta,08/06/2023,32.5
Cúcuta,15/06/2023,24.1
Cúcuta,22/06/2023,23.8
Cúcuta,01/07/2023,26.2
Cúcuta,08/07/2023,25.1
Cúcuta,15/07/2023,34.3
Cúcuta,22/07/2023,25.8
Cúcuta,01/08/2023,35.7
Cúcuta,08/08/2023,27.4
Cúcuta,15/08/2023,25.4
Cúcuta,22/08/2023,33.3
Cúcuta,01/09/2023,31.6
Cúcuta,08/09/2023,29.5
Cúcuta,15/09/2023,30.2
Cúcuta,22/09/2023,32.3
Cúcuta,01/10/2023,26.0
Cúcuta,08/10/2023,36.0
Cúcuta,15/10/2023,35.7
Cúcuta,22/10/2023,31.5
Cúcuta,01/11/2023,25.6
Cúcuta,08/11/2023,31.8
Cúcuta,15/11/2023,23.9
Cúcuta,22/11/2023,23.4
Cúcuta,01/12/2023,26.3
Cúcuta,08/12/2023,29.0
Cúcuta,15/12/2023,34.3
Cúcuta,22/12/2023,32.5
Cúcuta,01/01/2024,32.7
Cúcuta,08/01/2024,28.5
Cúcuta,15/01/2024,27.5
Cúcuta,22/01/2024,27.8
Cúcuta,01/02/2024,35.8
Cúcuta,08/02/2024,23.5
Cúcuta,15/02/2024,34.3
Cúcuta,22/02/2024,30.5
Cúcuta,01/03/2024,28.7
Cúcuta,08/03/2024,32.4
Cúcuta,15/03/2024,29.3
Cúcuta,22/03/2024,34.4
Cúcuta,01/04/2024,34.7
Cúcuta,08/04/2024,28.5
Cúcuta,15/04/2024,26.6
Cúcuta,22/04/2024,30.7
Cúcuta,01/05/2024,34.9
Cúcuta,08/05/2024,25.7
Cúcuta,15/05/2024,31.1
Cúcuta,22/05/2024,31.2
Cúcuta,01/06/2024,32.5
Cúcuta,08/06/2024,24.7
Cúcuta,15/06/2024,32.3
Cúcuta,22/06/2024,34.8
Cúcuta,01/07/2024,25.3
Cúcuta,08/07/2024,26.1
Cúcuta,15/07/2024,35.6
Cúcuta,22/07/2024,25.4
Cúcuta,01/08/2024,34.1
Cúcuta,08/08/2024,29.4
Cúcuta,15/08/2024,26.2
Cúcuta,22/08/2024,34.3
Cúcuta,01/09/2024,28.8
Cúcuta,08/09/2024,29.7
Cúcuta,15/09/2024,27.7
Cúcuta,22/09/2024,30.7
Cúcuta,01/10/2024,25.1
Cúcuta,08/10/2024,28.1
Cúcuta,15/10/2024,35.6
Cúcuta,22/10/2024,26.4
Cúcuta,01/11/2024,31.5
Cúcuta,08/11/2024,27.2
Cúcuta,15/11/2024,33.1
Cúcuta,22/11/2024,24.7
Cúcuta,01/12/2024,35.6
Cúcuta,08/12/2024,28.9
Cúcuta,15/12/2024,26.1
Cúcuta,22/12/2024,24.0
Cúcuta,01/01/2025,25.2
Cúcuta,08/01/2025,29.8
Cúcuta,15/01/2025,27.4
Cúcuta,22/01/2025,33.8
Cúcuta,01/02/2025,28.6
Cúcuta,08/02/2025,26.2
Cúcuta,15/02/2025,31.0
Cúcuta,22/02/2025,32.2
Cúcuta,01/03/2025,25.2
Cúcuta,08/03/2025,25.2
Cúcuta,15/03/2025,23.5
Cúcuta,22/03/2025,32.6
Cúcuta,01/04/2025,31.6
Cúcuta,08/04/2025,29.2
Cúcuta,15/04/2025,34.0
Cúcuta,22/04/2025,33.5
Cúcuta,01/05/2025,30.6
Cúcuta,08/05/2025,34.3
Cúcuta,15/05/2025,25.7
Cúcuta,22/05/2025,24.5
Cúcuta,01/06/2025,26.5
Cúcuta,08/06/2025,23.7
Cúcuta,15/06/2025,29.9
Cúcuta,22/06/2025,35.2
Cúcuta,01/07/2025,23.5
Cúcuta,08/07/2025,24.6
Cúcuta,15/07/2025,28.9
Cúcuta,22/07/2025,35.1
Cúcuta,01/08/2025,27.1
Cúcuta,08/08/2025,29.6
Cúcuta,15/08/2025,23.5
Cúcuta,22/08/2025,24.9
Cúcuta,01/09/2025,35.8
Cúcuta,08/09/2025,35.5
Cúcuta,15/09/2025,23.1
Cúcuta,22/09/2025,35.4
Cúcuta,01/10/2025,31.3
Cúcuta,08/10/2025,34.3
Cúcuta,15/10/2025,28.9
Cúcuta,22/10/2025,29.7
Cúcuta,01/11/2025,29.4
Cúcuta,08/11/2025,31.7
Cúcuta,15/11/2025,24.8
Cúcuta,22/11/2025,23.4
Cúcuta,01/12/2025,27.0
Cúcuta,08/12/2025,32.2
Cúcuta,15/12/2025,25.6
Cúcuta,22/12/2025,31.8
Manizales,01/01/2020,23.6
Manizales,08/01/2020,13.1
Manizales,15/01/2020,20.1
Manizales,22/01/2020,17.3
Manizales,01/02/2020,22.4
Manizales,08/02/2020,14.1
Manizales,15/02/2020,20.3
Manizales,22/02/2020,22.1
Manizales,01/03/2020,23.3
Manizales,08/03/2020,20.2
Manizales,15/03/2020,18.0
Manizales,22/03/2020,19.4
Manizales,01/04/2020,22.4
Manizales,08/04/2020,18.8
Manizales,15/04/2020,12.4
Manizales,22/04/2020,23.2
Manizales,01/05/2020,20.3
Manizales,08/05/2020,20.1
Manizales,15/05/2020,14.6
Manizales,22/05/2020,19.9
Manizales,01/06/2020,16.7
Manizales,08/06/2020,19.8
Manizales,15/06/2020,13.3
Manizales,22/06/2020,19.9
Manizales,01/07/2020,24.0
Manizales,08/07/2020,12.6
Manizales,15/07/2020,23.7
Manizales,22/07/2020,16.9
Manizales,01/08/2020,22.4
Manizales,08/08/2020,21.4
Manizales,15/08/2020,18.8
Manizales,22/08/2020,20.9
Manizales,01/09/2020,22.5
Manizales,08/09/2020,16.8
Manizales,15/09/2020,15.9
Manizales,22/09/2020,20.0
Manizales,01/10/2020,21.7
Manizales,08/10/2020,21.1
Manizales,15/10/2020,21.6
Manizales,22/10/2020,17.2
Manizales,01/11/2020,21.8
Manizales,08/11/2020,13.4
Manizales,15/11/2020,18.5
Manizales,22/11/2020,12.1
Manizales,01/12/2020,15.9
Manizales,08/12/2020,16.4
Manizales,15/12/2020,16.8
Manizales,22/12/2020,20.3
Manizales,01/01/2021,16.7
Manizales,08/01/2021,17.4
Manizales,15/01/2021,14.9
Manizales,22/01/2021,16.5
Manizales,01/02/2021,14.7
Manizales,08/02/2021,12.9
Manizales,15/02/2021,19.2
Manizales,22/02/2021,20.0
Manizales,01/03/2021,19.4
Manizales,08/03/2021,17.6
Manizales,15/03/2021,16.6
Manizales,22/03/2021,22.4
Manizales,01/04/2021,18.2
Manizales,08/04/2021,17.8
Manizales,15/04/2021,12.3
Manizales,22/04/2021,16.1
Manizales,01/05/2021,16.6
Manizales,08/05/2021,16.8
Manizales,15/05/2021,19.0
Manizales,22/05/2021,18.4
Manizales,01/06/2021,19.3
Manizales,08/06/2021,21.2
Manizales,15/06/2021,21.8
Manizales,22/06/2021,20.6
Manizales,01/07/2021,23.5
Manizales,08/07/2021,12.2
Manizales,15/07/2021,14.3
Manizales,22/07/2021,12.1
Manizales,01/08/2021,19.8
Manizales,08/08/2021,22.8
Manizales,15/08/2021,14.9
Manizales,22/08/2021,23.1
Manizales,01/09/2021,12.7
Manizales,08/09/2021,23.2
Manizales,15/09/2021,16.2
Manizales,22/09/2021,13.2
Manizales,01/10/2021,17.8
Manizales,08/10/2021,15.1
Manizales,15/10/2021,15.4
Manizales,22/10/2021,15.7
Manizales,01/11/2021,21.6
Manizales,08/11/2021,18.5
Manizales,15/11/2021,15.7
Manizales,22/11/2021,19.3
Manizales,01/12/2021,20.6
Manizales,08/12/2021,15.3
Manizales,15/12/2021,17.0
Manizales,22/12/2021,13.5
Manizales,01/01/2022,14.2
Manizales,08/01/2022,20.2
Manizales,15/01/2022,14.2
Manizales,22/01/2022,18.3
Manizales,01/02/2022,20.5
Manizales,08/02/2022,13.3
Manizales,15/02/2022,18.8
Manizales,22/02/2022,15.1
Manizales,01/03/2022,23.6
Manizales,08/03/2022,17.8
Manizales,15/03/2022,21.7
Manizales,22/03/2022,18.6
Manizales,01/04/2022,12.5
Manizales,08/04/2022,19.6
Manizales,15/04/2022,23.4
Manizales,22/04/2022,19.2
Manizales,01/05/2022,21.8
Manizales,08/05/2022,22.6
Manizales,15/05/2022,14.7
Manizales,22/05/2022,14.5
Manizales,01/06/2022,19.3
Manizales,08/06/2022,16.9
Manizales,15/06/2022,22.1
Manizales,22/06/2022,22.8
Manizales,01/07/2022,16.2
Manizales,08/07/2022,14.8
Manizales,15/07/2022,21.4
Manizales,22/07/2022,15.3
Manizales,01/08/2022,21.9
Manizales,08/08/2022,17.1
Manizales,15/08/2022,20.0
Manizales,22/08/2022,13.1
Manizales,01/09/2022,19.5
Manizales,08/09/2022,17.4
Manizales,15/09/2022,19.0
Manizales,22/09/2022,14.0
Manizales,01/10/2022,20.8
Manizales,08/10/2022,22.4
Manizales,15/10/2022,14.6
Manizales,22/10/2022,13.1
Manizales,01/11/2022,12.3
Manizales,08/11/2022,19.7
Manizales,15/11/2022,19.3
Manizales,22/11/2022,18.6
Manizales,01/12/2022,14.8
Manizales,08/12/2022,16.7
Manizales,15/12/2022,19.1
Manizales,22/12/2022,18.0
Manizales,01/01/2023,23.9
Manizales,08/01/2023,13.6
Manizales,15/01/2023,20.3
Manizales,22/01/2023,16.9
Manizales,01/02/2023,17.1
Manizales,08/02/2023,20.6
Manizales,15/02/2023,20.3
Manizales,22/02/2023,23.9
Manizales,01/03/2023,13.5
Manizales,08/03/2023,13.2
Manizales,15/03/2023,20.7
Manizales,22/03/2023,18.9
Manizales,01/04/2023,15.3
Manizales,08/04/2023,13.0
Manizales,15/04/2023,13.0
Manizales,22/04/2023,22.7
Manizales,01/05/2023,14.3
Manizales,08/05/2023,15.9
Manizales,15/05/2023,14.7
Manizales,22/05/2023,16.3
Manizales,01/06/2023,12.8
Manizales,08/06/2023,18.2
Manizales,15/06/2023,12.8
Manizales,22/06/2023,21.6
Manizales,01/07/2023,14.8
Manizales,08/07/2023,18.5
Manizales,15/07/2023,22.6
Manizales,22/07/2023,19.8
Manizales,01/08/2023,18.4
Manizales,08/08/2023,15.9
Manizales,15/08/2023,16.0
Manizales,22/08/2023,20.0
Manizales,01/09/2023,23.9
Manizales,08/09/2023,19.9
Manizales,15/09/2023,18.7
Manizales,22/09/2023,20.8
